nf_doc,Vl. Faturamento2
149039,13456.9
149040,23.999999999999996
149041,1140.26
149042,26893.690000000002
149043,4080.43
149044,296.7
149045,3830.9700000000003
149046,4696.8
149048,686.2199999999999
149049,505.34999999999997
149050,782.2100000000002
149051,511.4
149052,524.86
149053,502.67999999999995
149054,1296.5100000000002
149055,501.3
149056,809.18
149057,1738.2500000000005
149058,580.6099999999999
149059,723.27
149060,502.21
149061,1252.18
149062,575.55
149063,833.5
149064,716.96
149065,1204.9299999999998
149066,2848.88
149067,1828.46
149068,36644.76999999999
149069,2274.5299999999997
149070,4885.72
149071,5895.09
149072,10866.05
149073,6258.740000000001
149074,3051.48
149075,1973.8100000000002
149076,3214.73
149077,22680.98
149078,7
149079,29042.850000000002
149080,3678.2200000000003
149081,6041.22
149082,3592.92
149083,1793.2400000000002
149084,47040.89
149085,4917.780000000001
149086,27.3
149087,1698.1100000000001
149088,3149.719999999999
149090,7117.94
149091,8026.5
149092,5153.780000000001
149093,4686.94
149094,5072.56
149095,4112.27
149096,953.04
149097,1693.2199999999998
149098,4182.36
149099,4230.500000000001
149100,1942.0299999999997
149101,4369.12
149102,2490.39
149103,3607.22
149104,2565.65
149105,2875.57
149106,2097.72
149107,3667.1900000000005
149108,5309.9400000000005
149109,5098.150000000001
149110,1683.9
149111,2413.4399999999996
149112,4084.2200000000003
149113,4232.21
149114,2296.8999999999996
149115,3067.93
149117,1687.28
149118,57058.63999999999
149119,2326.27
149120,7340.5700000000015
149121,2333.32
149122,5752.5
149123,2068.76
149124,25324.65
149125,151.12
149126,13217.71
149127,3524.4199999999996
149128,6158.060000000001
149129,2502.9400000000005
149130,4219.02
149131,1646.28
149132,10365.849999999999
149133,3811.0600000000004
149134,15026.54
149135,22052.480000000003
149137,3143.4099999999994
149138,1897.18
149139,10600.489999999996
149140,383.87
149141,6591.819999999999
149142,5104.47
149143,4679.66
149144,4476.82
149145,12774.4
149146,2643.55
149147,3558.2299999999996
149148,4195.05
149149,2809.26
149150,5569.4800000000005
149151,639.6700000000001
149152,1470.2
149153,13336.58
149154,1993.11
149155,1556.1100000000001
149156,131.21
149157,105732.63
149158,10.46
149159,7331.259999999998
149160,12947.94
149161,2036.02
149162,3491.57
149164,8702.43
149165,7673.040000000001
149166,3547.5200000000004
149167,10523.33
149168,8721.27
149169,10550.799999999996
149170,500.98
149171,503.07000000000005
149172,6080.26
149173,24899.630000000012
149175,43136.04000000001
149176,10444.83
149177,14337.380000000003
149178,12645.480000000001
149179,1664.52
149182,22909.210000000003
149183,3756.3600000000006
149185,3274.8500000000004
149186,5721.599999999999
149187,24477.559999999998
149188,35033.81999999999
149189,15238.32
149190,19446
149192,5821.1
149193,1598
149194,2520.14
149195,6055.6
149196,6320.03
149197,1728.2
149198,3217.56
149199,1590.07
149200,1570.59
149201,5269.04
149202,412.4
149203,175696.04
149204,401.44
149205,618.6
149206,14568.269999999999
149207,5547.88
149208,7341
149209,1984.3799999999999
149210,2429.2799999999997
149211,32120
149212,4615.52
149213,22429.91
149214,18366.08
149215,18370
149216,7376.159999999999
149217,5951.759999999999
149218,11039.17
149219,3080.9799999999996
149220,16269.360000000002
149221,4649.57
149222,3603.1099999999997
149223,6301.640000000002
149224,2838.1
149225,2996.0599999999995
149226,7123.52
149227,2668.1000000000004
149228,1875.36
149229,2106.73
149230,1579.5300000000002
149231,2770
149232,1677.0100000000002
149233,7310.169999999998
149234,4836.370000000001
149235,2234.2999999999997
149236,3706.1499999999996
149237,1500.09
149238,1438.8100000000002
149239,2239.38
149240,7036.529999999999
149242,8450.49
149243,1313.68
149244,19840.18
149245,5935.530000000001
149246,5552.280000000001
149247,2183.3099999999995
149249,1898.81
149250,8755.57
149251,1686.3700000000001
149252,5005.2300000000005
149253,621.11
149254,1493.7
149255,35335.38
149256,59643.759999999995
149257,12326.27
149258,117873.85999999999
149259,4099.82
149260,2531.7199999999993
149261,11305.56
149262,1125.53
149263,1580.1
149264,5318.630000000001
149265,538
149266,6753.25
149269,479.58000000000004
149271,65.52
149272,3417.43
149274,200.72
149276,254.98000000000002
149278,602.16
149280,52.58
149282,32.91
149284,189.74
149286,1008.24
149288,27.3
149290,113.83
149292,28.46
149294,983.8
149296,3
149298,403.61
149300,375.99
149302,27.3
149303,929.4300000000001
149305,63.1
149306,34.370000000000005
149308,136.26
149310,795.58
149312,98.9
149314,613.37
149315,3
149316,7.22
149318,50
149323,109.2
149324,531.18
149326,6
149331,222.07
149338,380.4
149340,656.43
149341,262.55
149343,83.39
149344,295.65000000000003
149345,542.69
149347,298.14
149349,54.6
149351,52.58
149354,37.79
149356,31.2
149360,470.13
149362,116.65
149363,621.9
149365,185.05
149367,262.55
149369,23.28
149370,378.52
149373,725.5400000000001
149375,381.37
149377,200.72
149381,200.72
149392,15.76
149395,198.64
149397,1247.23
149400,175.94
149402,31.39
149404,33.62
149406,1484.06
149408,47.95
149411,374.18
149414,5.5
149416,997.78
149418,188.9
149420,116.86
149421,200.72
149423,30.54
149425,263.17
149427,171.74
149428,367.99
149430,259.78999999999996
149432,155.84
149434,3
149436,576.32
149438,200.72
149439,20.93
149440,3
149441,98.28
149443,11.96
149445,7.47
149448,95.9
149450,95.9
149452,98.91
149454,293.78999999999996
149459,525.78
149461,392.57
149464,200.72
149466,281.86
149468,15.16
149470,1329.6200000000001
149472,109.2
149474,745.6
149476,231.37
149477,218.38
149481,200.72
149483,269.91
149484,206.81
149485,3
149487,349.99
149490,381.37
149493,212
149494,198.64
149495,138.27
149498,319.6
149500,1298.96
149502,239.04000000000002
149504,760.17
149507,570.77
149511,191.26
149513,79.9
149515,960.19
149517,95.9
149519,54.6
149521,302.01
149524,1280.27
149526,200.72
149528,299.70000000000005
149531,94.87
149536,169.26
149538,58.66
149540,3
149542,94.7
149544,588.5799999999999
149547,462.7399999999999
149549,159.8
149550,261.61
149552,43.28
149553,109.32
149555,45.94
149557,56.82
149560,95.9
149562,338.39
149564,905
149570,32.5
149572,144.17000000000002
149573,259.68
149575,831.9299999999998
149577,306.02
149579,206.52
149581,141.85000000000002
149583,28.9
149584,200.72
149586,105.17
149588,27.3
149590,82.96
149591,200.72
149594,200
149595,65.52
149597,29
149598,142.83
149599,32.76
149601,77.45
149603,15
149605,41.42
149607,105.17
149609,200.72
149611,200.72
149613,304.97
149616,200.72
149618,98.9
149621,4225.5599999999995
149623,109.29
149627,105.17
149629,105.16
149633,177.12
149634,661.75
149637,77.92
149639,706.36
149641,52.58
149643,13.690000000000001
149645,200.72
149647,622.96
149649,148.35000000000002
149651,292.26
149653,581.86
149656,799
149658,159.8
149660,166.2
149661,372.84000000000003
149666,204.07999999999998
149668,394.28
149671,2750.96
149673,110
149674,77.91
149676,17.85
149678,16.5
149680,598
149681,23.15
149683,2657.7000000000003
149685,283.44
149687,100.44
149689,77.91
149691,286.47
149693,3
149695,389.4
149697,784.78
149699,946.36
149701,45.94
149702,32.76
149705,149.60000000000002
149707,215.74
149709,98.9
149714,1872.4099999999999
149716,116.65
149718,262.55
149720,768.25
149722,116
149723,498.1
149725,11
149726,30.54
149727,529.3299999999999
149729,2250.6
149734,94.7
149736,239.7
149738,498.1
149740,98.9
149742,65.13
149744,602.54
149747,105.17
149749,999.0399999999997
149751,116.65
149754,777.98
149756,777.98
149758,261.61
149763,736.16
149765,52.58
149767,393.87
149769,226.17
149771,548.85
149773,361.3
149775,80.71000000000001
149777,159.8
149778,104.04
149780,150.33
149782,1866.1599999999999
149785,105.75
149787,2363.1000000000004
149789,98.9
149791,426.79999999999995
149793,65.82
149795,317.15000000000003
149797,227.62
149799,281.05
149801,162.73
149804,3
149805,200.72
149808,287.7
149811,107
149814,755.82
149816,116.88
149820,116.65
149822,99.9
149824,159.8
149826,3
149828,1567.08
149830,764.3399999999999
149832,200.72
149834,1912.84
149836,261.61
149837,239.70000000000002
149839,775.64
149841,2895.9
149843,500.03
149845,715.76
149847,12.25
149849,22.74
149851,278.86
149852,136.5
149854,656.43
149856,77.45
149860,105.75
149862,423.45
149864,879.5999999999998
149866,498.88
149867,206.52
149869,608.11
149871,697.4000000000001
149873,331.9
149875,134.88
149877,1198.5
149879,263.29
149880,172.75
149881,656.43
149883,1122.5
149885,375.74
149887,393.87
149888,3
149889,1176.08
149891,98.16
149897,159.36
149899,96.33000000000001
149901,200
149902,1475.6000000000001
149904,462.35
149906,597.72
149909,79.9
149910,44.8
149911,476.87
149913,1247.23
149915,2003.0900000000001
149917,37
149918,22.41
149919,159.8
149921,997.78
149923,81.12
149925,170.69
149927,275.11
149929,11
149931,577.56
149933,401.44
149935,599.4
149937,816.2299999999999
149939,14.87
149941,417.5200000000001
149943,817.1999999999999
149944,145.35000000000002
149946,131.04
149948,196.56
149953,200.72
149956,148.35000000000002
149958,27.3
149960,1746.14
149963,224.18
149965,265
149966,30
149967,397.6
149969,143.85000000000002
149971,155.2
149974,97.42
149975,200.72
149977,498.84
149978,52.58
149981,3
149982,3
149984,32.72
149985,399.6
149987,95.9
149990,22.42
149992,1229.1499999999999
149995,760.17
149997,289.59
149999,139.70000000000002
150000,48.44
150004,105.17
150006,737.62
150009,401.44
150011,109.45
150013,685.48
150015,346.93
150018,1216.26
150020,683.6800000000001
150022,745.6
150024,206.5
150025,95.9
150028,38.22
150030,309.8
150032,47.95
150034,608.11
150036,185.10000000000002
150038,103.37
150040,49.73
150041,14.27
150043,25.07
150045,141.39999999999998
150047,9
150049,216.45000000000002
150051,2369.7000000000003
150053,24.22
150058,205.20999999999998
150060,123.77
150063,176.07999999999998
150066,110.66
150069,201.41000000000003
150071,501.35
150073,248.53
150075,153.04999999999998
150077,497.06
150079,569.55
150081,910.86
150082,194.8
150084,175.34
150086,219.70000000000002
150088,222.77
150090,65.52
150092,630.16
150094,3
150096,1654.39
150098,6
150101,3
150103,19.12
